GEO/TIME;Costa Rica;Lithuania;Colombia;Greece;France;Sweden;Chile;New Zealand;Switzerland;Ireland;Austria;Italy;Portugal;Luxembourg;Germany (until 1990 former territory of the FRG);Poland;Czechia;Latvia;European Union - 27 countries (from 2020);Saudi Arabia;Euro area - 19 countries  (from 2015);China including Hong Kong;South Africa;Indonesia;India;Turkey;Israel;Belgium;Mexico;Slovakia;United States;Netherlands;Brazil;Finland;Slovenia;Canada;Hungary;Norway;Japan;Spain;Denmark;Estonia;United Kingdom;Iceland;Australia;South Korea;Romania;Bulgaria;Russia;Argentina;;;European Union - 28 countries (2013-2020);Croatia;Cyprus;Malta;Montenegro;North Macedonia;Albania;Serbia;Belarus;Bosnia and Herzegovina;Kosovo (under United Nations Security Council Resolution 1244/99);Moldova;Ukraine;Kenya;Mauritius;Rwanda;Seychelles;Algeria;Egypt;Morocco;Botswana;Namibia;Cabo Verde;Nigeria;Dominican Republic;Jamaica;El Salvador;Guatemala;Honduras;Nicaragua;Bolivia;Ecuador;Paraguay;Peru;Uruguay;Kyrgyzstan;Hong Kong;Macao;Mongolia;;Sri Lanka;Brunei Darussalam;Cambodia;Malaysia;Philippines;Singapore;Thailand;Armenia;Azerbaijan;Georgia;Palestine;;Samoa
2012Q2;5718647;8338.6;162115805;47527.6;522650;967797;32111832;53614;161691.4;43765.9;79368.4;406628.3;41710.5;11377.2;672110;397430.1;1029962;5456.3;2838986;680133;2454708.5;13132060;892324;2162036900;23132031;385033.7;247132;97361;3927783;18315.4;4047165;166442;1183126;50535;9264.5;446954;7127730;726440;123449400;262527;477660.8;4548.5;418926;448789.6;380719;358275700;139554.7;20544.4;16435996;662775;;;3355950.6;84 118,00;4916.1;1830.3;755.6;115462.9;346824.5;945715.5;13750.5;6443.5;1250.1;25469.6;346 005,00; ;85 009,00;1 144 000,00;3 460,00; ;400 400,00;205082.6;28531.9; ;37452.1;17 968 302,00;593051.3;319181.8;5399.1; ; ; ;45997.6;21908.8;35953130.5;123308.3; ;68012.1;473 958,00;82 728,00;4543685.3;;2 093 690,00; ; ;239 607,00;2753026.9;92498.7;2 956 868,00;886235.4;13090.3;6779.2;2855.4;;432.6
2012Q3;5750315;8978.3;166829248;48299.5;512255;903855;31012280;51650;162226.7;44857.7;79558.2;401385.7;42585.5;11338.1;692940;400837.5;1030184;5695.7;2837642.4;682017;2442881;13808960;903428;2223641600;23569533;427747.2;253690;93638;3942686;19378;4086346;158404;1230449;49487;9209.2;473592;7444404;710106;122012900;253340;474105.2;4596;427925;480978.7;379734;361834300;162551.3;22550.9;17715788;676207;;;3378052.3;91803.1;4932.6;1950.1;1035.8;123504.8;335372.2;986146.8;14797.1;7221.5;1348.7;31353.5;387 109,00; ;86 918,00;1 210 000,00;3846.7; ;445 800,00;208011.9;27985.7; ;36539.2;18 735 304,00;578544.7;321543.9;5228.9; ; ; ;47047.5;22106.9;36467726.6;125736.6; ;91709.2;523 740,00;85 297,00;4364304.5;;2185410.4; ; ;245 203,00;2672921.2;89964.8;3 013 505,00;1217522.3;14235.1;7 149,00;2708.4;;448.5
2012Q4;6351285;8596.4;178604820;47891.3;535274;962584;34948342;56717;166006;43365;83492.9;427720.9;42708;12586;701750;447371.6;1065085;5876;2949349.3;686969;2532169.5;15181200;923353;2168687700;25483778;432960.6;254946;101406;4094062;18700.9;4160201;167203;1271712;52211;9002;473848;7949416;767661;129452200;262919;485622.8;4673.9;437717;468774.6;396398;375426700;175653.8;22529.2;18768890;712543;;;3491298.2;83012.5;4885.3;1854.1;788.7;123751.4;351876.9;1043783.2;15592.2;6748.1;1240.5;26923.1;379 231,00; ;97 680,00;1 234 000,00;4199.2; ;437 700,00;211391.9;29239.8; ;38349.3;19 220 925,00;626574.3;349295.8;5586.5; ; ; ;51323.7;22285.8;38906744.5;135205.9; ;95254.5;555 707,00;96 574,00;4588303.2;;2311493.3; ; ;251 485,00;3095098.4;94 554,00;3 171 132,00;1238006.5;14453.7;7561.2;2899.5;;428.6
2013Q1;6341098;7715.6;165570143;42185.9;521316;919673;33438291;55508;159589.6;43263.2;77118.6;380037.2;40736.6;11696.3;682360;378756.5;955889;5037.3;2767340.5;702564;2399237.4;12944960;914543;2235288500;27254789;388660.9;253215;94778;3942055;17174.7;4065318;161409;1241614;48513;8467.1;443125;6670581;747988;124509400;246846;464259.2;4417.9;439582;476002.9;369520;355384700;121218.2;17370;16370003;722245;;;3283729.8;76492.8;4299.9;1841.3;637.8;109082.3;311321.4;933676.1;13701.4;6119.6;1 019,00;23518.1;303 753,00; ;86 228,00;1 213 000,00;3 882,00; ;423 600,00;216 036,00;28429.3; ;36 712,00;18522185.1;623151.2;348473.6;5205.8;103813.3; ;64 215,00;49829.5;23019.8;42269507.1;122916.4; ;62957.7;509 631,00;94 508,00;3508102.4;;2407674.1; ; ;241 834,00;2772721.4;93390.4;3 193 402,00;784166.2;12917.5;5914.5;2829.1;;446.6
2013Q2;6166757;8784.3;173836053;45346.2;530878;979878;33913286;54953;165248.3;44316.1;80679.3;402836.1;42240.5;12260.2;692930;399916.3;1034830;5646.6;2879179.2;692774;2483365.9;14351870;968388;2342589500;25653744;444833.5;267242;99134;4049589;18549.5;4177428;168105;1322580;51660;9320.2;460401;7529437;759090;125245300;259228;487524.7;4801.1;438760;486182.4;390802;373096500;147866.6;20063.7;17507882;846953;;;3394963.9;85433.9;4646.9;1987.8;788.1;127692.7;359025.6;1018453.3;16 372,00;6628.9;1324.3;28351.6;354 814,00; ;90 540,00;1 253 000,00;3924.9; ;446 200,00;218589.8;32 466,00; ;39 291,00;20149674.2;643436.9;347074.3;5549.6;102160.3; ;65 499,00;52449.2;23441.3;40 792 317,00;133263.1; ;76846.9;492 375,00;97 063,00;5077543.4;;2332841.8; ; ;245 051,00;2993984.5;96031.1;3 093 137,00;978205.1;13919.2;6900.9;3145.5;;435.8
2013Q3;6220876;9532.3;182574611;46511.2;520622;924681;32989931;55175;165900.4;46804.7;81143.6;402044.9;43458;11980.5;714670;405103.5;1052330;5937.2;2878363.1;701753;2481919.4;15222270;980871;2491158500;26862032;494782.6;268666;95256;4050895;19570.5;4249371;161493;1354134;50797;9348.8;500963;7842453;752187;125605400;251199;482170.4;4838.4;444285;508662;392667;379887200;175153.6;22013.8;19003469;859137;;;3398219.6;91609.9;4593.9;2114.7;1101.9;131 072,00;325849.1;1063810.6;18573.7;7274.4;1416.6;35832.9;398 000,00; ;92 605,00;1 261 000,00;3993.4; ;518 000,00;216511.7;31665.6; ;38368.6;20703824.6;647218.9;359196.4;5431.3;102200.5; ;68 540,00;53503.7;24238.6;39779858.4;135728.9; ;103201.4;551 059,00;101 895,00;5281732.4;;2425773.1; ; ;258 245,00;2914503.5;95950.5;3 153 405,00;1363072.3;15 466,00;7510.7;3183.1;;442.7
2013Q4;6734224;9007.4;192112193;45841.2;544372;998439;36967684;62442;169910.5;45027.3;84968.7;427832;44057.2;13157.5;721390;462947.6;1099762;6127.9;2995276.3;702836;2570924.7;16777230;1004829;2477097500;29210700;495150.4;273044;103712;4234648;18922.7;4351081;169456;1413291;53351;9318.3;497758;8320233;811959;133340500;263075;495722.7;4853.4;457709;499298.5;415750;392450800;190729.4;22794.4;20104347;919974;;;3539583.9;82418.5;4454.3;2000.6;834.7;134 044,00;353856.5;1105260.1;18421.8;6755.9;1311.5;31830.3;408 631,00; ;103 024,00;1 329 000,00;4214.2; ;499 300,00;221653.7;32597.5; ;39351.5;21634280.8;705962.7;376353.4;5804.3;108209.1; ;70 601,00;56073.7;24 430,00;43872904.4;142798.2; ;112288.8;585 240,00;118 399,00;5306864.3;;2 425 836,00; ; ;273 484,00;3369382.6;100156.5;3 249 566,00;1430194.6;15879.3;8 267,00;3318.3;;440.4
2014Q1;6950113;8187.2;181405281;40841.6;531097;951259;36033469;60222;163431.5;46448.9;78975.3;386521.7;41069;12413;716700;396634.7;997951;5306.4;2837332.1;746220;2463816.3;14075980;991282;2506300200;30608741;454056.3;271168;97159;4192554;17523.9;4203940;164432;1385979;49325;8785.6;467345;7222272;795088;128494500;248197;479593.6;4628.2;465014;470943.4;386684;373559700;129532.8;16925.6;17311394;979412;;;3398872.8;75122.7;4169.2;2035.6;663.6;120689.7;315138.3;959647.7;16670.2;6306.1;1 102,00;25632.6;316 905,00; ;90 515,00;1 355 000,00;4148.9; ; ;220144.9;33397.4; ;38213.9;20381903.5;689474.4;379621.1;5431.1;109535.2;99169.7;72 690,00;53960.6;24831.5;45090292.3;134852.7; ;69449.1;535 907,00;115 196,00;4222086.5;;2505232.2; ; ;265 983,00;3 035 915,00;96 548,00;3 242 406,00;814938.4;13117.1;6561.2;3171.8;;435.7
2014Q2;6772048;9209.1;183452970;43920.1;536422;1023626;36553659;59147;167991.9;48245.9;83235.7;405713.2;43644.1;12623.1;717360;416337.9;1088654;5876.8;2932757.6;726232;2530262.6;15648960;1030617;2618947300;29143932;490144.4;274150;100995;4356931;18967.7;4360754;169898;1422320;52107;9659.2;488985;8108145;770454;127784100;260733;495208.5;5074.5;461383;504708.6;403452;388566900;156932.9;20255.5;19044189;1175657;;;3498907.3;84879.5;4414.4;2163.9;800.4;134262.2;370 524,00;1031703.9;19125.7;6603.9;1359.4;31383.4;382 391,00; ;96 802,00;1 395 000,00;4122.6; ; ;230 247,00;36429.6; ;38 932,00;21957446.1;712913.1;374587.2;5703.1;109432.8;102751.1;72 711,00;56635.2;25543.3;43923293.6;142909.4; ;84316.6;526 194,00;112 519,00;5970325.3;;2483977.3; ; ;272 369,00;3296724.1;98418.3;3 201 463,00;1030592.9;15292.1;7545.6;3309.8;;439
2014Q3;6853961;9899.8;193544419;46728.9;528563;968754;35394928;57853;168639.8;50535.3;83365.8;404527.2;44390.5;12751.7;740720;423147.9;1116501;6150.2;2943878;723184;2537576.6;16548470;1046828;2746762400;30539820;551348.1;277863;98215;4365239;20098.6;4454942;163863;1462125;51437;9687.9;524490;8505106;763222;126773100;254780;493651.7;5063.4;463493;561276.9;401795;393425400;184502.6;23363.7;20544004;1171376;;;3527684.2;92204.5;4497.6;2301.9;1 125,00;134107.4;348623.7;1052365.7;22635.6;7294.7;1477.4;40774.6;440 476,00; ;97 155,00;1 437 000,00;4253.2; ; ;222 894,00;35197.1; ;37291.4;23232819.4;707012.8;380649.4;5592.7;111307.3;104687.6;77 435,00;57868.4;25942.9;43 118 088,00;145943.5; ;116879.1;580 793,00;106 976,00;6366832.3;;2622379.8;4655.6; ;278 762,00;3 174 416,00;99822.7;3 265 423,00;1443501.1;15870.9;8206.3;3188.7;;473.9
2014Q4;7425206;9285.2;204500331;45745.4;553683;1049091;39969233;63680;172755;49703.6;87569.3;430643.4;43950.1;14003.5;752650;475123.7;1142660;6292.5;3069906.5;640677;2636887.7;18082890;1065146;2697695400;31849171;559349.1;289357;106635;4569582;19502.5;4531052;173367;1508528;54028;9501.5;514078;8979683;812050;135759400;268448;512711.1;5282.1;473118;549430.8;421198;407377000;198735.6;23605.6;22130453;1252641;;;3669490.3;83085.4;4 349,00;2249.7;868.8;138571.7;361018.7;1116831.1;22147.8;7 154,00;1386.3;35691.1;447 143,00; ;107 590,00;1 436 000,00;4594.5; ; ;237 074,00;35493.7; ;39998.4;24564815.7;768127.5;406861.2;5866.6;117 051,00;108025.1;85 567,00;59539.5;25408.6;48042387.1;152674.5; ;130049.2;617 111,00;107 379,00;5667810.2;;2749562.3;4655.6; ;289 328,00;3699773.2;104498.8;3 430 302,00;1539593.9;14 734,00;8810.9;3045.3;;471.3
2015Q1;7594894;8212;188952739;40786.6;543025;1010436;39272377;61990;164653.2;63280.5;81812.4;389670.1;42849.1;13200.1;737210;414810.9;1066579;5473.6;2925233.2;642110;2537938;15113790;1058150;2728180700;33146668;500472.6;287566;100109;4444949;18258.6;4389973;166535;1456666;49981;9046.1;472379;7659575;778574;133101800;257233;495858.1;4731.6;475839;541080.6;391929;394273000;139809.6;18280.4;18467913;1273173;;;3565594.1;76382.1;4198.5;2325.6;686.3;128439.4;318751.6;976762.1;19821.3;6409.1;1179.9;29177.6;375 991,00; ;95 623,00;1 465 000,00;4476.5; ; ;245 666,00;34556.3; ;38969.4;21242543.1;744416.6;409742.3;5613.8;117936.3;113132.7;81 695,00;55975.7;25052.7;46341319.2;140937.6; ;80709.7;572 160,00;94 215,00;4643453.6;;2653430.7;4655.6; ;277 698,00;3 204 277,00;104 006,00;3 396 947,00;879565.7;11538.7;7 048,00;2936.3;;479.1
2015Q2;7379094;9366.9;191246831;44046.3;549084;1092097;39184771;62069;168369.4;62947.9;85599.7;412547.7;45445.4;13482.2;741980;434588.4;1163326;6157.4;3040987.7;633737;2618531.7;16854970;1106056;2867948400;32435434;566138.6;290408;104882;4625425;19886.2;4556248;175441;1479977;53433;9852.7;487051;8557023;779478;132896800;272132;513524.8;5243;477094;580058.8;408285;411386800;162825.6;22281.1;19751015;1487870;;;3702849.6;86701.4;4514.5;2490.1;859.3;138813.9;383682.3;1075859.3;21597.6;7029.1;1440.7;34115.6;456 715,00; ;100 197,00;1 501 000,00;4451.6; ; ;242 731,00;35217.7; ;39248.3;23080911.2;765465.7;408 456,00;5867.3;116154.4;113230.8;82 418,00;56814.3;25086.2;45 788 588,00;152929.3; ;92915.4;565 750,00;88 973,00;6041806.6;;2673185.6;4526.3; ;283 722,00;3493899.8;104661.6;3 349 240,00;1 105 248,00;14192.2;8430.9;3183.8;;485.9
2015Q3;7364583;10131.1;207127022;45493.7;540215;1032860;37987025;60924;169421.3;67868.5;86296.7;413153.2;45983.1;13131.7;765670;440965.8;1184154;6451.8;3053267.5;606991;2628629.9;17659770;1115423;2990645000;33558844;634505.3;289063;101419;4672510;21079.4;4605088;170501;1508228;52413;9975.6;521592;8968914;762868;131973200;266375;505857.9;5254.7;477690;604416.2;410699;420790800;197342.6;24172.7;21788589;1555433;;;3719096.1;95686.5;4594.7;2622.7;1189.2;143586.6;360197.2;1099389.1;24524.4;7 739,00;1581.3;42949.1;566 997,00; ;102 148,00;1 568 000,00;4 646,00; ; ;243 917,00;35185.2; ;37302.8;24627752.3;759591.2;407893.7;5 832,00;118 710,00;115518.3;88 231,00;56306.2;24779.7;45927246.2;154507.5; ;120 251,00;614 251,00;86 994,00;6463642.6;;2785399.9;4321.9; ;292 722,00;3330582.6;105514.1;3 463 082,00;1523902.7;14118.1;8998.9;3216.4;;531.8
2015Q4;7833347;9635.7;217365409;46042.3;566108;1125077;42178730;66700;173291.7;68703.1;90560.5;439984.1;45435.6;14328.4;781320;510746.9;1211319;6489.4;3195135.5;570673;2737016;19257290;1141164;2939558700;34766325;649824.8;299318;110292;4829226;20663.9;4654715;177531;1550915;55558;9978.1;509419;9789802;790248;140060500;281850;521115.4;5402;489018;585292.2;427408;431569800;211952.1;24865.5;23079843;1638035;;;3871800.6;85264.4;4576.1;2558.3;919.7;148113.7;371675.4;1163009.9;23966.5;7411.9;1472.6;39511.4;588 841,00; ;111 924,00;1 617 000,00;4765.7; ; ;254 017,00;32580.1; ;41004.5;26226529.2;830177.7;441101.4;6125.1;123222.2;118523.5;95 119,00;58935.1;24371.7;50420173.7;164 130,00; ;129759.4;646 119,00;92 032,00;6001482.8;;2838604.3;4274.2; ;304 371,00;3915397.9;109262.4;3 706 720,00;1534916.8;14 531,00;9457.2;3336.5;;518.2
2016Q1;7890597;8564.7;203201125;39941.4;553811;1048249;42081157;65647;166919.5;64423.5;86018.2;401551.2;44688;13381.7;762950;430411.3;1114961;5655.8;3010516.7;576101;2612099.7;16241000;1136270;2929269000;36958136;567941.7;297564;102431;4743232;18637;4496788;171335;1500268;51546;9392.4;475252;7925040;750075;135808800;265844;504761.2;5073.2;492993;566563.9;397873;413495100;146977.1;19700.5;18885121;1751661;;;3649082.2;78736.9;4386.8;2 468,00;729.5;135707.1;332992.6;1027236.5;21121.7;6752.1;1263.7;32330.6;455 298,00;1 836 072,00;101 639,00;1 662 000,00;4683.6; ; ;247 929,00;38470.3; ;40432.2;22435464.3;801373.5;434667.8;5690.3;123888.7;118853.5;90 518,00;55360.5;24913.6;49287164.8;152606.3;427384.4;78 799,00;590 556,00;85 515,00;4738100.2;;2952534.9;3940.7; ;290 946,00;3437649.7;107638.4;3 665 551,00;893634.2;12 817,00;7581.9;3756.7;;527.3
2016Q2;7663337;9742.8;207332572;43768.3;561680;1136446;41231215;65433;171784.6;63266.1;89349.8;424052.1;47011.7;13747.8;779080;451043.3;1215075;6336.3;3141657.3;600754;2706943.8;18140820;1200076;3073536700;36397746;635574.6;301847;108919;4996227;20279.2;4666051;179918;1559019;54892;10294.8;490410;9039993;778950;134271600;281788;534094.7;5445.6;496451;618723.5;421764;434536300;179192.5;23020.4;20452235;2103639;;;3770858.3;89157.2;4754.1;2617.9;920.5;146029.5;385327.7;1122564.9;23052.5;7283.2;1 547,00;37571.5;535 701,00;1 904 605,00;106 372,00;1 711 000,00;4689.3; ; ;251 806,00;41054.9; ;40103.8;23737297.5;832 952,00;433510.9;6 178,00;122802.8;122384.6;91 860,00;56563.7;24926.2;49447382.1;163069.1;431106.1;97238.1;585 135,00;84 180,00;6221958.2;;2890830.2;4029.4; ;298 998,00;3791145.3;106206.6;3 582 002,00;1132260.6;15186.8;8787.3;3885.1;;512.4
2016Q3;7798080;10473.4;219321517;45751.2;545476;1058650;40610569;64426;171732.2;68540.7;88843.8;421535;47638.6;13922.4;788980;455789.3;1216961;6575.1;3125658.5;605080;2691266.8;19101060;1204503;3205019000;37541170;670483.7;310764;104750;5040722;21176.6;4720618;174235;1577170;54097;10371;530194;9295203;744363;132635600;275793;521505.8;5466.6;494296;676157.8;423758;439479800;207632.9;25936.5;22235115;2131907;;;3705553.6;99269.9;4870.4;2770.5;1291.3;154078.8;366 010,00;1 159 400,00;25720.6;8106.8;1673.8;47568.6;671 456,00;1 904 649,00;108 007,00;1 696 000,00;4727.2; ; ;250 809,00;42832.4; ;37960.8;26871010.8;818 031,00;432459.4;5966.1;124480.4;124342.4;94 959,00;59641.2;24910.7;51224608.1;167107.5;416658.5;134046.1;636 333,00;91 455,00;6290160.8;;2972830.6;3763.6; ;312 163,00;3644978.9;108863.3;3 686 458,00;1525628.4;15764.2;9464.1;3936.3;;543.8
2016Q4;8704274;10109;233926786;45033.2;573161;1171686;44841747;71114;175004.7;73827.9;93396.2;448648.4;47151.6;15156.1;803730;526243;1249876;6804.1;3274667.4;636573;2805920.9;21156620;1218706;3193903800;38750067;752559.7;315060;113985;5348875;20921.4;4811649;182849;1632871;56983;10384.9;529679;9953829;824760;141648600;290415;547446.5;5762.5;510972;650609.5;456474;453268400;229850;26733.1;24043613;2240952;;;3 861 125,00;88756.3;4 918,00;2684.8;1012.9;158979.4;388148.9;1218990.5;25054.2;7762.4;1552.8;43343.9;722 912,00;1 948 738,00;118 747,00;1 778 000,00;4 914,00; ; ;261 830,00;42060.6; ;42745.3;29531645.5;881062.8;454089.2;6 357,00;130829.8;128658.6;101 324,00;62967.8;25187.2;54688118.1;175 932,00;451257.2;142595.8;678 414,00;101 418,00;6692647.2;;3179888.1;4 014,00; ;328 914,00;4258607.6;115097.3;3 881 990,00;1515770.3;16657.2;10002.7;3827.3;;524.5
2017Q1;8624149;9313.9;217236475;40511;565864;1105408;43623021;70298;168653.1;69271.4;88273.6;411186.9;46646.1;13831.4;798840;458677.9;1168642;5956.5;3130746.7;634716;2708035;18186770;1207916;3228172200;41227707;654453.6;311293;107700;5331021;19197.2;4649998;178225;1585806;53770;9884.1;499834;8533697;831993;136271300;276574;530588.2;5423.2;514962;597261.4;429768;433094700;164727.8;20975.5;20586119;2310219;;;3728716.7;81514.5;4750.7;2815.3;783.8;143436.1;351367.2;1078957.9;22652.4;7059.4;1320.8;35132.5;591 765,00;2 065 879,00;106 751,00;1 846 000,00;4963.9; ; ;258 043,00;40576.8; ; ;26228851.5;861277.7; ;5 939,00;131 714,00;131827.2; ;61026.4;26000.3;55137058.1;162726.8;460234.7;86143.1;631 418,00;96 004,00;5831456.6;;3233980.3;4098.4; ;324 577,00;3 745 533,00;115436.3;3 848 167,00;971 041,00;15475.5;8662.4;3799.4;;526.5
2017Q2;8377112;10491;220225871;44223.1;573572;1189190;43856231;69700;171953.9;69679.2;91933.2;432576.1;49343.7;14430.1;801190;479296.2;1285296;6741.1;3251568.2;624766;2791757.2;20195030;1266806;3366787300;40089160;740272.4;316973;112517;5452301;21118.1;4859113;187838;1630853;56959;10872.9;524426;9698923;803069;136011800;294157;558361;6043.6;510912;649680.2;449314;454228300;197201.4;24920.6;21917574;2639552;;;3844617.4;93250.3;5100.7;2971.4;1008.3;150671.6;410217.2;1 180 080,00;25341.2;7627.3;1638.1;40701.4;664 307,00;2 161 795,00;112 896,00;1 917 000,00;4984.3; ; ;261 789,00;41239.2; ; ; ;897091.2; ;6274.4;127597.4;133626.5; ;61794.1;25993.6;52711040.8; ;454150.6; ;628 277,00;96 673,00;7240074.5;;3181503.3;4345.2; ;329 787,00;4153954.1;114199.7;3 738 859,00;1212700.8;17422.6;9868.1;4057.5;;514.9
2017Q3;8314596;11455.4;234501597;47393.7;563521;1107748;43551728;69317;173900;77295.8;92062.3;430452.7;49945.5;14217.3;823940;491469.1;1305042;7073.2;3264799;644513;2797515.3;21278930;1288603;3504138500;41572463;839912.1;320495;107476;5431361;22194.1;4923731;181702;1648635;56007;11015.6;559074;10081265;788521;135787200;287429;541099.1;5982.7;513830;713009;451593;473425600;237636.6;27971.8;23718216;2779106;;;3837175.7;104808.5;5 212,00;3139.9;1416.3;159616.7;385 201,00;1220203.6;28569.2;8530.6;1773.9;54233.5;833 640,00;2 114 410,00;112 745,00;1 943 000,00;5137.2; ; ;262 969,00;42 637,00; ; ; ;884417.3; ;6152.2;130253.6;136 412,00; ;66836.4;25960.9;53 509 253,00; ;447443.2; ;679 352,00;101 438,00;7 317 453,00;;3 408 922,00;3978.7; ;343 008,00;4017921.8;116267.8;3 929 213,00;1587405.4;18037.5;10940.5;4144.5;;537.3
2017Q4;9027790;11016;248507057;44775.6;594285;1222748;48283930;77096;179187.1;80678.8;97092.7;462377;50011.9;15689.9;843190;560391.4;1351763;7213.7;3428931.8;678202;2925106.3;23542870;1314866;3490727700;43391935;899066.2;330080;117357;5719484;21933.6;5046781;190381;1720185;59565;11238.7;557307;10967473;871799;145002700;303707;562911.7;6384.1;529053;682008.9;472032;474949700;258329.9;28872.8;25621245;2931351;;;4025325.8;92781.6;5181.8;3028.1;1090.7;164381.3;403 860,00;1281444.8;29185.4;8 159,00;1623.7;48813.4;891 515,00;2 141 312,00;124 809,00;1 988 000,00;5204.6; ; ;272 593,00;42193.7; ; ; ;970360.9; ;6613.6;136942.4;137833.1; ;69527.7;26341.1;57764925.3; ;480170.3; ;720 337,00;113 214,00;7506540.1;;3503697.9;4325.2; ;356 009,00;4639242.1;124 130,00;4 068 114,00;1793346.1;19402.2;11290.6;4126.6;;528.4
2018Q1;9313967;10012.9;231766514;41116.7;582405;1156753;46979023;74691;174351.5;79310.5;92928.4;421525.4;48609.7;14320.8;824400;488230;1247835;6298.1;3252475;723053;2806442.8;20203570;1266554;3510363100;45846860;796446.4;326531;110469;5667658;20274.1;4922068;188022;1681579;55751;10560.3;523396;9365679;863316;138920200;286562;538636.7;5854.6;528688;657207.1;446279;449207100;180660.3;22173.8;22474464;3114448;;;3851058.1;84992.7;5075.1;2985.2;848.7;151105.4;374540.6;1153023.7;26766.1;7598.6;1395.6;37908.3;706 141,00;2 285 224,00;112 264,00;2 027 000,00; ;5017928.9; ; ;41900.7; ; ; ; ; ;6203.1;136636.6; ; ;66 708,00;26510.6;58303506.7; ;490574.3; ;684 538,00;108 939,00;6758521.9;;3579707.7;4398.6; ;343 151,00;4 101 138,00;119513.5;4 040 435,00;1115563.9;17466.6;9551.5;4 052,00;;528.5
2018Q2;8858572;11291.7;237058992;44873.4;587999;1248459;46997102;74537;180995;78151;95513.1;442149.1;51366.8;14887.9;833720;509006;1358981;7318.3;3371000.2;765639;2892921.1;22396220;1333426;3686836400;45693691;898233.3;330701;116020;5911854;22451.7;5133858;196711;1733663;58932;11534.3;551260;10677254;881064;137897300;304836;569295.4;6468;530063;707571.4;473042;472816300;220882.1;26879.3;24969759;3607849;;;3975985.2;98609.5;5523.4;3224.3;1108.2;162905.3;431 994,00;1262944.8;29341.8;8254.2;1720.3;44693.6;809 938,00;2 381 373,00;119 926,00;2 056 000,00; ;5123379.5; ; ;43099.8; ; ; ; ; ;6571.1;134563.3; ; ;66902.4;26761.8;57 192 677,00; ;486557.1; ;673 760,00;107 048,00;8408131.4;;3423547.1;4 587,00; ;348 979,00;4568791.8;122261.1;3 910 213,00;1362703.9;19417.6;10935.8;3987.4;;513.6
2018Q3;8624307;12151.7;252734640;48095.3;580023;1147430;45038278;73016;179628;84578.1;95439.1;437394.4;52348.9;14899.6;842900;526563.4;1374728;7680.8;3365583.3;775365;2882430.4;23447430;1364165;3842343000;46560170;1036750.3;336803;111040;5847937;23673.5;5188286;190249;1767874;57746;11837.1;588531;11206734;866288;135152200;296887;560166.4;6509.1;534823;748434.2;475734;485732500;264044.4;30486.4;27196844;3819069;;;3964821.7;110174.2;5511.7;3 439,00;1531.1;167471.5;409247.3;1306236.4;33127.3;8934.1;1 843,00;58217.3;994 728,00;2 324 316,00;117 969,00;2 077 000,00; ;5162965.2; ; ;44642.5; ; ; ; ; ;6467.9;136385.1; ; ;69 456,00;27078.4;54604916.9; ;484441.9; ;723 228,00;108 143,00;8293359.5;;3574508.7;4501.9; ;363 085,00;4450212.8;125976.4;4 088 775,00;1687018.4;20265.4;11850.9;4 090,00;;546.7
2018Q4;9217872;12058.5;266230854;45472.3;612878;1275664;50420464;80370;184297.1;84003.2;101543.3;470322.2;52858.7;16254;866840;597755.6;1428121;7856.3;3542418.6;798113;3018427;25880890;1393495;3799213500;48729983;1027343.7;347545;122500;6096941;23030.8;5282947;199005;1821026;61039;11932.5;572488;12142769;943232;144324000;314974;585217.7;6985.9;548218;731197;500260;490436700;286141.7;30424.7;29220584;4203446;;;4160509.2;97079.6;5502.4;3308.6;1175.1;179 396,00;420947.6;1350727.4;33084.5;8657.2;1712.7;51689.3;1 049 495,00;2 349 393,00;131 097,00;2 138 000,00; ;5089250.8; ; ;44082.4; ; ; ; ; ;6875.3;142884.9; ; ; ;27211.2;60475376.8; ;520670.6; ;753 593,00;120 536,00; ;;3713143.6;4813.1; ;374 627,00;5145047.6;130759.6;4 179 602,00;1 851 749,00;22942.4;12261.2;4147.2;;570.5
2019Q1;9521707;10800.5;247175781;41472.7;600919;1215483;48569779;78404;177837.2;86107.4;96163.7;426868.5;51076.7;14559.4;852620;527737.2;1333740;6801.4;3370163.1;725804;2903558.1;21716830;1327231;3782618300;48012840;925663.4;347367;114716;5990382;21672.8;5116745;197442;1759313;57028;11198.9;539627;10357156;901848;138930100;299029;558189.9;6387.7;550646;684763.7;470687;455648800;202551.8;25280.7;24552082;4413836;;;4000951.5;90691.2;5390.3;3263.9;890.7;157789.9;384991.5;1208337.9;29566.3;7984.6;1 474,00;41 215,00;820 006,00;2 469 419,00;117 270,00;2 151 000,00; ;5 160 741,00; ; ;44705.5; ; ; ; ; ;6 455,00;145019.3; ; ; ;26914.9;59349836.5; ;521628.1; ;702 610,00;108 184,00; ;;3758160.4;4550.9; ; ;4426077.1;125295.4;4 197 303,00;1242121.8;18475.8;10 084,00;4139.2;;557.2
